,VISIT_AREA_NM,ROAD_NM_ADDR,LOTNO_ADDR,SEARCH_ADDR,data-id
165,태웃개,,제주특별자치도 서귀포시 남원읍 위미리 69,제주특별자치도 서귀포시 남원읍 위미리 69,no
166,소낭 식당,제주특별자치도 서귀포시 남원읍 일주동로 7905,제주특별자치도 서귀포시 남원읍 신례리 56-3,제주특별자치도 서귀포시 남원읍 신례리 56-3,16947030
167,기당미술관,제주특별자치도 서귀포시 남성중로153번길 15,제주특별자치도 서귀포시 서홍동 621,제주특별자치도 서귀포시 서홍동 621,11797250
168,천지연폭포 주차장,제주특별자치도 서귀포시 남성중로 2-9,제주특별자치도 서귀포시 서홍동 680,제주특별자치도 서귀포시 서홍동 680,1557333748
169,갤러리 에스,상창서로 23,,상창서로 23,1009666903
170,문 딱,제주특별자치도 서귀포시 안덕면 일주서로1488번길 5,제주특별자치도 서귀포시 안덕면 감산리 210-4,제주특별자치도 서귀포시 안덕면 감산리 210-4,1928247144
171,그레이 그로브,제주특별자치도 서귀포시 안덕면 형제해안로 70,제주특별자치도 서귀포시 안덕면 사계리 2294-20,제주특별자치도 서귀포시 안덕면 사계리 2294-20,1304980334
172,한라산 아래 첫 마을 제주 메밀 식당,제주특별자치도 서귀포시 안덕면 산록남로 675,제주특별자치도 서귀포시 안덕면 광평리 211,제주특별자치도 서귀포시 안덕면 광평리 211,1348032293
173,하모 스테이,제주특별자치도 제주시 한림읍 금능5길 11,제주특별자치도 제주시 한림읍 금능리 1545,제주특별자치도 제주시 한림읍 금능리 1545,1288017746
174,마루나 키친,제주특별자치도 제주시 한경면 금등4길 11,제주특별자치도 제주시 한경면 금등리 600-1,제주특별자치도 제주시 한경면 금등리 600-1,1328310071
175,유람 위드 북스,제주특별자치도 제주시 한경면 조수동2길 54-36,제주특별자치도 제주시 한경면 조수리 43-1,제주특별자치도 제주시 한경면 조수리 43-1,407289738
176,성이시돌목장,제주특별자치도 제주시 한림읍 금악동길 35,제주특별자치도 제주시 한림읍 금악리 142,제주특별자치도 제주시 한림읍 금악리 142,17020805
177,금오름,,제주특별자치도 제주시 한림읍 금악리 산 1-1,제주특별자치도 제주시 한림읍 금악리 산 1-1,17020866
178,별돈별 협재해변점,제주특별자치도 제주시 한림읍 협재1길 4,제주특별자치도 제주시 한림읍 협재리 1725-1,제주특별자치도 제주시 한림읍 협재리 1725-1,1160940163
179,노티스 제주,제주특별자치도 제주시 애월읍 애월로1길 24-9,제주특별자치도 제주시 애월읍 애월리 2527-3,제주특별자치도 제주시 애월읍 애월리 2527-3,no
180,해도 미락 제주 애월 본점,제주특별자치도 제주시 애월읍 애월로 11,제주특별자치도 제주시 애월읍 애월리 2467,제주특별자치도 제주시 애월읍 애월리 2467,1380771281
181,제주 귀덕 골방,제주특별자치도 제주시 한림읍 귀덕5길 33,제주특별자치도 제주시 한림읍 귀덕리 4043,제주특별자치도 제주시 한림읍 귀덕리 4043,1486669514
182,시키,제주특별자치도 제주시 애월읍 하귀동남1길 25,제주특별자치도 제주시 애월읍 하귀1리 189-8,제주특별자치도 제주시 애월읍 하귀1리 189-8,1269444819
183,토토네,제주특별자치도 제주시 애월읍 하귀10길 49-2,제주특별자치도 제주시 애월읍 하귀1리 385-4,제주특별자치도 제주시 애월읍 하귀1리 385-4,1116585788
184,약천사,제주특별자치도 서귀포시 이어도로 293-28,제주특별자치도 서귀포시 대포동 1165,제주특별자치도 서귀포시 대포동 1165,no
185,대포 포구,,제주특별자치도 서귀포시 대포동,제주특별자치도 서귀포시 대포동,11666780
186,보문사,제주특별자치도 서귀포시 안덕면 산방로 218-10,제주특별자치도 서귀포시 안덕면 사계리 181-1,제주특별자치도 서귀포시 안덕면 사계리 181-1,no
187,중문 고등어 쌈밥 제주점,제주특별자치도 서귀포시 일주서로 1240,제주특별자치도 서귀포시 상예동 3706,제주특별자치도 서귀포시 상예동 3706,1621910491
188,제주빌레성통나무휴양펜션,제주특별자치도 서귀포시 성산읍 온평포구로 42,제주특별자치도 서귀포시 성산읍 온평리 1050,제주특별자치도 서귀포시 성산읍 온평리 1050,13222665
189,종단항,,제주특별자치도 제주시 구좌읍 종달리 484-10,제주특별자치도 제주시 구좌읍 종달리 484-10,no
190,고성 장터국밥,제주특별자치도 서귀포시 성산읍 고성동서로45번길 19,제주특별자치도 서귀포시 성산읍 고성리 1171-1,제주특별자치도 서귀포시 성산읍 고성리 1171-1,20734458
191,혼인지,,제주특별자치도 서귀포시 성산읍 온평리 1693,제주특별자치도 서귀포시 성산읍 온평리 1693,12226327
192,고성 오일 시장,제주특별자치도 서귀포시 성산읍 고성오조로 93,제주특별자치도 서귀포시 성산읍 고성리 1180-34,제주특별자치도 서귀포시 성산읍 고성리 1180-34,764637419
193,이마트 제주점,제주특별자치도 제주시 탑동로 38,제주특별자치도 제주시 삼도2동 1259,제주특별자치도 제주시 삼도2동 1259,11605060
194,인디언 키친,제주특별자치도 제주시 애월읍 애원로 191,제주특별자치도 제주시 애월읍 상가리 2059-1,제주특별자치도 제주시 애월읍 상가리 2059-1,702550255
195,녹고모 휴양펜션 제주 캠핑장,제주특별자치도 제주시 애월읍 유수암평화10길 175-78,제주특별자치도 제주시 애월읍 유수암리 92,제주특별자치도 제주시 애월읍 유수암리 92,1359047493
196,항파두리 항몽 유적지,제주특별자치도 제주시 애월읍 항파두리로 50,제주특별자치도 제주시 애월읍 상귀리 1012,제주특별자치도 제주시 애월읍 상귀리 1012,12226320
197,효성 마을 초가집,제주특별자치도 제주시 명림로 243,제주특별자치도 제주시 봉개동 234-161,제주특별자치도 제주시 봉개동 234-161,37440563
198,카페 노아,제주특별자치도 제주시 서흘1길 24,제주특별자치도 제주시 삼양일동 1774,제주특별자치도 제주시 삼양일동 1774,35369586
199,삼양해수욕장,,제주특별자치도 제주시 삼양이동 1960-4,제주특별자치도 제주시 삼양이동 1960-4,no
200,울트라마린,제주특별자치도 제주시 한경면 일주서로 4611,제주특별자치도 제주시 한경면 판포리 1611,제주특별자치도 제주시 한경면 판포리 1611,1289060635
201,별돈 별 정원점,제주특별자치도 제주시 한경면 고산로8길 21-15,제주특별자치도 제주시 한경면 고산리 2471,제주특별자치도 제주시 한경면 고산리 2471,1938388889
202,제주동문재래시장,제주특별자치도 제주시 관덕로14길 20,제주특별자치도 제주시 이도일동 1436-7,제주특별자치도 제주시 이도일동 1436-7,11616005
203,라마다 제주 시티 호텔,제주특별자치도 제주시 중앙로 304,제주특별자치도 제주시 이도이동 1025-8,제주특별자치도 제주시 이도이동 1025-8,1721371894
204,블루에 베이글,제주특별자치도 제주시 가령로4길 3,제주특별자치도 제주시 이도이동 1035-7,제주특별자치도 제주시 이도이동 1035-7,1664919176
205,더 클리프,제주특별자치도 서귀포시 중문관광로 154-17,제주특별자치도 서귀포시 색달동 2950-4,제주특별자치도 서귀포시 색달동 2950-4,no
206,무지개 렌터카,제주특별자치도 제주시 제성1길 28,제주특별자치도 제주시 도두이동 1157-5,제주특별자치도 제주시 도두이동 1157-5,1734797745
207,브릭스 제주,제주특별자치도 제주시 구좌읍 김녕로2길 6,제주특별자치도 제주시 구좌읍 김녕리 3416,제주특별자치도 제주시 구좌읍 김녕리 3416,36830542
208,김녕항,,제주특별자치도 제주시 구좌읍 김녕리 4211,제주특별자치도 제주시 구좌읍 김녕리 4211,no
209,베지 그랑,제주특별자치도 서귀포시 효돈로170번길 20,제주특별자치도 서귀포시 하효동 168,제주특별자치도 서귀포시 하효동 168,33346850
210,사려니숲길,,제주특별자치도 제주시 조천읍 교래리 산 137-1,제주특별자치도 제주시 조천읍 교래리 산 137-1,13481066
211,쌍둥이 회 포장,제주특별자치도 제주시 남성로 8,제주특별자치도 제주시 용담1동 2824-3,제주특별자치도 제주시 용담1동 2824-3,32960223
212,종달수다뜰,제주특별자치도 제주시 구좌읍 용눈이오름로 8,제주특별자치도 제주시 구좌읍 종달리 2566-1,제주특별자치도 제주시 구좌읍 종달리 2566-1,36898347
213,우리가 좋아하는 것들,제주특별자치도 제주시 구좌읍 일주동로 3719,제주특별자치도 제주시 구좌읍 종달리 1866,제주특별자치도 제주시 구좌읍 종달리 1866,no
214,M1971 요트투어,제주특별자치도 서귀포시 대정읍 최남단해안로 128,제주특별자치도 서귀포시 대정읍 하모리 646-20,제주특별자치도 서귀포시 대정읍 하모리 646-20,1953276134
215,밀림원,제주특별자치도 제주시 조천읍 남조로 2446,제주특별자치도 제주시 조천읍 와흘리 367-1,제주특별자치도 제주시 조천읍 와흘리 367-1,38520617
216,절물자연휴양림,제주특별자치도 제주시 명림로 584,제주특별자치도 제주시 봉개동 산 78-1,제주특별자치도 제주시 봉개동 산 78-1,13165795
217,자매 국수,제주특별자치도 제주시 항골남길 46,제주특별자치도 제주시 이호일동 651-3,제주특별자치도 제주시 이호일동 651-3,37060300
218,성산 해안도로,,제주특별자치도 서귀포시 성산읍 성산리,제주특별자치도 서귀포시 성산읍 성산리,11491438
219,나무 아래,제주특별자치도 서귀포시 성산읍 한도로255번길 21,제주특별자치도 서귀포시 성산읍 성산리 303-1,제주특별자치도 서귀포시 성산읍 성산리 303-1,1137480107
220,미도리 베란다,제주특별자치도 서귀포시 성산읍 성산중앙로 39,제주특별자치도 서귀포시 성산읍 성산리 181-19,제주특별자치도 서귀포시 성산읍 성산리 181-19,1417604055
221,성산일출봉 공영주차장,제주특별자치도 서귀포시 성산읍 일출로 284-6,제주특별자치도 서귀포시 성산읍 성산리 114-3,제주특별자치도 서귀포시 성산읍 성산리 114-3,1567683342
222,연돈볼카츠 제주 성산 일출봉점,제주특별자치도 서귀포시 성산읍 일출로 274-1,제주특별자치도 서귀포시 성산읍 성산리 132-2,제주특별자치도 서귀포시 성산읍 성산리 132-2,1140365138
223,만물상,제주특별자치도 서귀포시 성산읍 섭지코지로 54,제주특별자치도 서귀포시 성산읍 고성리 207-1,제주특별자치도 서귀포시 성산읍 고성리 207-1,1944588379
224,라바 북스,제주특별자치도 서귀포시 남원읍 태위로 87,제주특별자치도 서귀포시 남원읍 위미리 3192-5,제주특별자치도 서귀포시 남원읍 위미리 3192-5,36883511
225,스타벅스 서귀포 DT,제주특별자치도 서귀포시 일주서로 11,제주특별자치도 서귀포시 강정동 231-6,제주특별자치도 서귀포시 강정동 231-6,no
226,슬로모션,제주특별자치도 서귀포시 하예로 22,제주특별자치도 서귀포시 하예동 237-4,제주특별자치도 서귀포시 하예동 237-4,1881412347
227,오랑우탄 면사무소,제주특별자치도 서귀포시 안덕면 산방로 367-1,제주특별자치도 서귀포시 안덕면 사계리 2668-2,제주특별자치도 서귀포시 안덕면 사계리 2668-2,1827918507
228,얼수 명촌 화순 사우나,제주특별자치도 서귀포시 안덕면 화순서서로 69,제주특별자치도 서귀포시 안덕면 화순리 2038-4,제주특별자치도 서귀포시 안덕면 화순리 2038-4,1149591719
229,화순금모래해수욕장,제주특별자치도 서귀포시 안덕면 화순해안로 69,제주특별자치도 서귀포시 안덕면 화순리 833-2,제주특별자치도 서귀포시 안덕면 화순리 833-2,36254709
230,장가네 일품 순두부 화순점,제주특별자치도 서귀포시 안덕면 화순로 100,제주특별자치도 서귀포시 안덕면 화순리 337-3,제주특별자치도 서귀포시 안덕면 화순리 337-3,1673616775
231,이정의 댁,제주특별자치도 서귀포시 예래로144번길 22-1,제주특별자치도 서귀포시 상예동 1429,제주특별자치도 서귀포시 상예동 1429,1917384988
232,오가네 전복 설렁탕 함덕점,제주특별자치도 제주시 조천읍 조함해안로 496,제주특별자치도 제주시 조천읍 함덕리 1252-9,제주특별자치도 제주시 조천읍 함덕리 1252-9,1892541407
